input_text,target_text
"source target factuality: Authorities want to question the unidentified woman who allegedly traveled with Kopp , according to an investigator quoted by the newspaper .","(AUTHOR, want, unknown); (AUTHOR, question, unknown); (AUTHOR, traveled, unknown); (AUTHOR, quoted, true); (AUTHOR, according, true); (AUTHOR_newspaper, want, unknown); (AUTHOR_newspaper, question, unknown); (AUTHOR_newspaper, traveled, unknown); (AUTHOR_newspaper, according, true); (AUTHOR_investigator, want, unknown); (AUTHOR_investigator, question, unknown); (AUTHOR_investigator, traveled, unknown); (AUTHOR_newspaper_investigator, want, true); (AUTHOR_newspaper_investigator, question, unknown); (AUTHOR_newspaper_investigator, traveled, ptrue)"
source target factuality: Har - Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious .,"(AUTHOR, said, true); (AUTHOR, heard, unknown); (AUTHOR, talk, unknown); (AUTHOR, killing, unknown); (AUTHOR, tell, unknown); (AUTHOR, believe, unknown); (AUTHOR, serious, unknown); (AUTHOR_she, serious, false); (AUTHOR_she, talk, true); (AUTHOR_she, killing, unknown); (AUTHOR_Har-Shefi, heard, true); (AUTHOR_Har-Shefi, tell, false); (AUTHOR_Har-Shefi, believe, false)"
"source target factuality: A spokesman for Seagram , the Montreal wine and spirits concern controlled by the Bronfman family , said the company will post additional pretax profit of about $ 33 million a year because of the additional Du Pont dividends .","(AUTHOR, said, true); (AUTHOR, post, unknown); (AUTHOR, profit, unknown); (AUTHOR, $, unknown); (AUTHOR_spokesman, post, true); (AUTHOR_spokesman, profit, true); (AUTHOR_spokesman, $, true); (AUTHOR_company, profit, unknown); (AUTHOR_company, $, unknown); (AUTHOR_spokesman_company, profit, true); (AUTHOR_spokesman_company, $, true)"
source target factuality: Hungarian head of state Arpad Goencz signed Budapest 's accession document on February 10 .,"(AUTHOR, signed, true)"
"source target factuality: An intense manhunt conducted by the FBI and the bureau of alcohol , tobacco and firearms continues for Rudolph in the wilderness of western north Carolina .","(AUTHOR, manhunt, true); (AUTHOR, continues, true)"
"source target factuality: If all the debt is converted to common , Automatic Data will issue about 3.6 million shares ;","(AUTHOR, converted, unknown); (AUTHOR, issue, unknown)"
source target factuality: That would undermine any chances of rebuilding either Iraq or its armed forces in short order as long as Saddam Hussein remains in power .,"(AUTHOR, undermine, ptrue); (AUTHOR, rebuilding, unknown); (AUTHOR, remains, unknown)"
"source target factuality: The Lloyd 's List International newspaper , which monitors worldwide shipping , said Iraq 's fleet of 80 tankers and cargo ships has stopped regular trading .","(AUTHOR, said, true); (AUTHOR, stopped, unknown); (AUTHOR, trading, unknown); (AUTHOR_newspaper, stopped, true); (AUTHOR_newspaper, trading, false)"
"source target factuality: But the administration is n't putting any upper limit on how high the force could go after that , calculating that it would be a mistake to underestimate and an advantage to keep Saddam Hussein guessing .","(AUTHOR, putting, false); (AUTHOR, go, unknown); (AUTHOR, calculating, true); (AUTHOR, mistake, unknown); (AUTHOR, underestimate, unknown); (AUTHOR, keep, unknown); (AUTHOR, guessing, true); (AUTHOR, limit, false); (AUTHOR_administration, mistake, ptrue); (AUTHOR_administration, underestimate, unknown); (AUTHOR_administration, keep, unknown); (AUTHOR_administration, guessing, true)"
"source target factuality: Riot police in armored cars , shields and helmets prevented a few hundred Protestants , many waving British and Ulster flags , from interfering with the Catholics as they marched within Portadown 's few Catholic streets .","(AUTHOR, interfering, false); (AUTHOR, marched, true); (AUTHOR, prevented, true); (AUTHOR, waving, true)"
"source target factuality: Average hourly earnings of production and nonsupervisory employees rose 4 cents , to $ 12.51 .","(AUTHOR, rose, true)"
"source target factuality: He has been arrested more than a dozen times during abortion protests in seven states and Italy , but has no felony convictions .","(AUTHOR, arrested, true); (AUTHOR, protests, true); (AUTHOR, has, false)"
source target factuality: Since 1985 _ when the Israelis created a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been killed fighting Hezbollah and other guerrillas .,"(AUTHOR, created, true); (AUTHOR, killed, true); (AUTHOR, fighting, true)"
"source target factuality: At the $ 932 million T. Rowe Price High Yield Fund , investors yanked out about $ 182 million in the past two months .","(AUTHOR, yanked, true)"
"source target factuality: Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .","(AUTHOR, businesses, true); (AUTHOR, declines, true); (AUTHOR, hurt, true); (AUTHOR, benefiting, true)"
"source target factuality: But Mr. Ackerman said the buy - back , and the above - market price paid , prove that Mr. Edelman is running scared .","(AUTHOR, said, true); (AUTHOR, paid, true); (AUTHOR, prove, unknown); (AUTHOR, running, unknown); (AUTHOR, scared, unknown); (AUTHOR, buy, true); (AUTHOR_Ackerman, paid, true); (AUTHOR_Ackerman, prove, true); (AUTHOR_Ackerman, running, true); (AUTHOR_Ackerman, scared, true); (AUTHOR_Ackerman, buy, true)"
"source target factuality: The police barred the crowd from reaching the Yugoslavian consulate in downtown Istanbul , but allowed them to demonstrate on nearby streets .","(AUTHOR, demonstrate, unknown); (AUTHOR, reaching, false); (AUTHOR, barred, true); (AUTHOR, allowed, true)"
"source target factuality: Erie County District Attorney Frank Clark , Bernard Tolbert , the special FBI agent in charge of the Buffalo office , and other investigators will also be there .","(AUTHOR, be, true)"
"source target factuality: Despite these early successes , the mere fact that a ground campaign has begun almost guarantees that the Bush administration will face fresh problems growing out of the military situation .","(AUTHOR, campaign, true); (AUTHOR, begun, true); (AUTHOR, guarantees, ptrue); (AUTHOR, growing, true); (AUTHOR, problems, ptrue); (AUTHOR, situation, true); (AUTHOR, face, ptrue)"
"source target factuality: "" We shall prove that new members can indeed add to the weight of the alliance , "" he said .","(AUTHOR, prove, unknown); (AUTHOR, add, unknown); (AUTHOR, said, true); (AUTHOR_he, prove, true); (AUTHOR_We, add, true)"
"source target factuality: The Continental Baking business benefited from higher margins on bread and on increased cake sales , it added .","(AUTHOR, increased, unknown); (AUTHOR, sales, unknown); (AUTHOR, benefited, unknown); (AUTHOR, added, true); (AUTHOR_it, increased, true); (AUTHOR_it, sales, true); (AUTHOR_it, benefited, true)"
"source target factuality: "" Small nationalist communities are not going to be left on their own this summer , "" said Gerard Rice , a former IRA prisoner who leads anti - Orange protests in a Catholic neighborhood of south Belfast .","(AUTHOR, left, unknown); (AUTHOR, said, true); (AUTHOR_Rice, left, false)"
"source target factuality: But , he observes , while makers suffer losses when program trading drags the market down , they also make money when program trading pushes the prices higher .","(AUTHOR, observes, true); (AUTHOR, suffer, unknown); (AUTHOR, drags, unknown); (AUTHOR, make, unknown); (AUTHOR, pushes, unknown); (AUTHOR, losses, unknown); (AUTHOR_he, suffer, unknown); (AUTHOR_he, drags, unknown); (AUTHOR_he, make, unknown); (AUTHOR_he, pushes, unknown); (AUTHOR_he, losses, true)"
"source target factuality: Horsley called the move a "" temporary setback . ""","(AUTHOR, called, true); (AUTHOR, setback, unknown); (AUTHOR, move, true); (AUTHOR_Horsley, setback, true); (AUTHOR_Horsley, move, true)"
source target factuality: Among the first three former Warsaw Pact countries to accede to NATO on Friday were also Poland and the Czech Republic .,"(AUTHOR, accede, true); (AUTHOR, were, true)"
source target factuality: Friday 's trading volume totaled 132.8 million shares .,"(AUTHOR, totaled, true)"
"source target factuality: Clark , the Erie district attorney , said afterwards that investigators think the doctor 's killer buried the rifle in the days before the shooting , unearthed the weapon to fire the fatal shots , then hurriedly reburied it and fled .","(AUTHOR, said, true); (AUTHOR, think, unknown); (AUTHOR, buried, unknown); (AUTHOR, shooting, true); (AUTHOR, unearthed, unknown); (AUTHOR, fire, unknown); (AUTHOR, reburied, unknown); (AUTHOR, fled, unknown); (AUTHOR_investigators, buried, unknown); (AUTHOR_investigators, shooting, unknown); (AUTHOR_investigators, unearthed, unknown); (AUTHOR_investigators, fire, unknown); (AUTHOR_investigators, reburied, unknown); (AUTHOR_investigators, fled, unknown); (AUTHOR_Clark, think, true); (AUTHOR_Clark, buried, unknown); (AUTHOR_Clark, shooting, true); (AUTHOR_Clark, unearthed, unknown); (AUTHOR_Clark, fire, unknown); (AUTHOR_Clark, reburied, unknown); (AUTHOR_Clark, fled, unknown); (AUTHOR_Clark_investigators, buried, ptrue); (AUTHOR_Clark_investigators, shooting, true); (AUTHOR_Clark_investigators, unearthed, ptrue); (AUTHOR_Clark_investigators, fire, ptrue); (AUTHOR_Clark_investigators, reburied, ptrue); (AUTHOR_Clark_investigators, fled, ptrue)"
"source target factuality: It showed some early resilience after central bank support firmed sterling , but the weight of Wall Street late in London trading , and signs of further weakness in the British pound , proved a hefty load to bear .","(AUTHOR, resilience, true); (AUTHOR, support, true); (AUTHOR, firmed, true); (AUTHOR, weakness, true); (AUTHOR, weight, true); (AUTHOR, bear, false)"
source target factuality: Based on physical evidence _ including a rifle found in April month buried near the doctor 's house and a match between fibers found near the murder and others found in Kopp 's car _ officials said they had decided to issue a warrant for his arrest in the killing of Dr. Barnett Slepian .,"(AUTHOR, said, true); (AUTHOR, decided, unknown); (AUTHOR, issue, unknown); (AUTHOR, killing, true); (AUTHOR, found, true); (AUTHOR, buried, true); (AUTHOR, found, true); (AUTHOR, match, true); (AUTHOR, found, true); (AUTHOR_officials, decided, true); (AUTHOR_officials, issue, true); (AUTHOR_officials, killing, true)"
"source target factuality: Soviet officials also said Soviet women , children and invalids would be allowed to leave Iraq .","(AUTHOR, said, true); (AUTHOR, allowed, unknown); (AUTHOR, leave, unknown); (AUTHOR_officials, allowed, true); (AUTHOR_officials, leave, unknown)"
source target factuality: The purchase price was disclosed in a preliminary prospectus issued in connection with MGM Grand 's planned offering of six million common shares .,"(AUTHOR, disclosed, true); (AUTHOR, issued, true)"
"source target factuality: At a news conference with US Vice President Al Gore in Jerusalem , Mr. Netanyahu suggested Israel might be willing to move a little on issues holding up peace , but he said he expects an equal effort from the Palestinians .","(AUTHOR, willing, unknown); (AUTHOR, move, unknown); (AUTHOR, peace, false); (AUTHOR, effort, unknown); (AUTHOR, suggested, true); (AUTHOR, conference, true); (AUTHOR, holding, true); (AUTHOR, said, true); (AUTHOR, expects, unknown); (AUTHOR_he, effort, unknown); (AUTHOR_he, expects, true); (AUTHOR_Netanyahu, willing, ptrue); (AUTHOR_Netanyahu, move, unknown); (AUTHOR_Netanyahu, peace, false); (AUTHOR_Netanyahu, holding, true)"
"source target factuality: Cineplex Odeon Corp. directors said the company 's chairman and chief executive , Garth Drabinsky , is considering bidding 780.6 million Canadian dollars ( US$ 666 million ) to acquire the company .","(AUTHOR, said, true); (AUTHOR, considering, unknown); (AUTHOR, bidding, unknown); (AUTHOR, acquire, unknown); (AUTHOR_directors, considering, true); (AUTHOR_directors, bidding, ptrue); (AUTHOR_directors, acquire, unknown)"
"source target factuality: Thus , administration aides will be trying to calculate whether Saddam Hussein 's proposed diplomatic formula for getting out of Kuwait represents the first sign he is searching for a way out or simply is a public relations stunt .","(AUTHOR, trying, true); (AUTHOR, calculate, unknown); (AUTHOR, getting, unknown); (AUTHOR, represents, unknown); (AUTHOR, sign, unknown); (AUTHOR, searching, unknown); (AUTHOR, way, unknown); (AUTHOR, stunt, unknown); (AUTHOR, proposed, true); (AUTHOR_aides, getting, unknown); (AUTHOR_aides, represents, unknown); (AUTHOR_aides, sign, unknown); (AUTHOR_aides, searching, unknown); (AUTHOR_aides, way, unknown); (AUTHOR_aides, stunt, unknown); (AUTHOR_aides, proposed, true)"
